merchant_id,name,Ratings,response rate,joined,products,response time,follower
0ffad575-b56d-4c88-9756-ef1fbb4458a3,LeRenew,824,88%,7 years ago,93,within hours,1.5k
702aa7f5-2f17-4c72-ab89-e1498ab7cfee,Lenovo Authorised Store,4.5k,100%,4 years ago,387,within hours,39.7k
c74fc7cf-25cd-4b49-b961-0f55e52e8c28,sakurapowershop,1.7k,87%,3 years ago,14,within hours,503
cfe71f83-4c6c-43a1-afd7-ad97b066d5ec,Mi TV Store,4.4k,62%,24 months ago,59,within hours,9.7k
196a91fa-9243-4724-a9f2-0334ac1c01e9,W Digital Market ,18.3k,81%,3 years ago,702,within hours,2.1k
15b2a8cd-376d-4b81-9970-afb8cfcc1b89,Armaggeddon Official Store,14.5k,62%,7 years ago,144,within hours,30.2k
514bc279-4ff0-4e72-81fb-ef0478fe0765,Best Denki Online Singapore,1.1k,80%,16 months ago,1.7k,within hours,1.3k
34a7baae-f400-452e-9d90-11eafa23a76f,KMDV Electronics Pte Ltd,19,46%,32 months ago,792,within hours,7
a93a6fac-cebb-4ea7-b0e5-570259681559,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
4c05e529-34cb-42d0-9970-141eae51cae3,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
f52d50c9-a0a1-4da1-9e66-d9e1fc98ea9b,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
24bbfa67-b93d-4ac9-a7cd-a747b25819b5,airdroptech,12.3k,89%,6 years ago,154,within hours,2.6k
960e5668-3998-4c7a-b04a-d686b64bf333,Ashbers,3.4k,88%,27 months ago,265,within hours,3.3k
d4e4ceb7-41bc-4858-aacd-de2b5aeb83fd,Spiderman 3C digital shope,1.6k,99%,5 years ago,1.2k,within hours,590
fa72cf25-90fd-4e4a-aa1d-79629e783add,DIITAL LIFESTYLE,23.7k,78%,3 years ago,894,within hours,2.8k
0f7a261e-8a34-4a47-9fac-d2626367fede,W Digital Market ,18.3k,81%,3 years ago,702,within hours,2.1k
7a608f4c-16c3-4cc6-be92-cf7d052e9b51,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
5e58c288-c7ae-4042-8e5f-159582058985,BOUGHTNEX,92k,93%,3 years ago,1.3k,within hours,72.6k
3b365950-d61c-4b80-a4a0-d6b98b585f5b,Mi TV Store,4.4k,62%,24 months ago,59,within hours,9.7k
8447c51c-25ba-4012-8165-de550454d0a2,pearlblue tech Pte Ltd,10.4k,80%,6 years ago,704,within hours,3.4k
47ba73dd-8cc6-495a-a865-b26aa7e72f76,Modern Home Product,6.6k,88%,4 years ago,59,within hours,1k
5fa9bfd5-bbb8-4230-9b23-c8b9c77edfdc,Magenta,1.3k,65%,6 years ago,130,within hours,718
8677d35c-ae34-495e-a1c0-c17898a03dd3,minihelpersshop,7.5k,55%,3 years ago,48,within hours,4.8k
d6e1bb23-7ad2-4794-b820-8ab04e74a94c,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
6113a53b-1547-45d9-abc1-fa66f734fd39,PrismPlus Official Store,13.7k,100%,16 months ago,89,within hours,98.8k
2e0a24ba-87f0-461f-ab2d-4cbe6fc47af3,llano official store,13.3k,100%,4 years ago,184,within hours,6.2k
e20e9ef3-7d42-422c-88cc-ec53c56a7272,Saviour Comsale Trading,502,100%,3 years ago,393,within minutes,487
d23b2857-e7dd-4c21-9b5c-68a1be74ca09,UB18 Computers Pte Ltd,196,80%,4 years ago,50,within hours,282
da1713a7-4bd0-4aad-8fbc-1ef3060e2f09,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
af1b4452-36d7-4285-b1ca-2fa20ecc59ce,3C SG LOCAL SHOP,22.8k,86%,35 months ago,143,within hours,6.5k
bf74fb20-2d51-4c33-85be-5a0ddd3c06a9,G Hub Plus,1k,90%,34 months ago,115,within hours,316
c57d34ba-151d-4c29-af4a-e6493c13ab0d,Zoomed-In Official Store,367,96%,19 months ago,17,within hours,760
1648adf9-1208-45a8-a05b-1005913a239c,WIN Digital,38.5k,75%,7 years ago,781,within hours,6.1k
9b7af184-e3be-4a49-8c74-7cb61e6ecdab,W Digital Market ,18.3k,81%,3 years ago,702,within hours,2.1k
f0fd2da1-936c-4334-86ab-14e30f036007,PrismPlus Official Store,13.7k,100%,16 months ago,89,within hours,98.8k
4a4be1d7-71d6-4398-921b-f973c0cc9b3c,LiveGood,9k,94%,5 years ago,78,within hours,6k
223cc903-9dd1-4a8f-868b-6a2bf84009fb,LG Singapore Official Store,6.1k,100%,3 years ago,261,within minutes,66.1k
84bbb7e4-dbf1-4313-9918-98069d688735,Ayuqi,6.7k,66%,28 months ago,170,within hours,3.2k
0f67439f-5368-4a0f-b5c1-bcf9adf4a2b3,Trader Marco's,7k,94%,25 months ago,79,within hours,2.9k
7f1d99c1-6265-4645-89e3-4bd4be4d2d43,Local Supply Singapore,8.7k,88%,6 years ago,121,within hours,6.4k
3c18cc3e-c9c0-4923-8065-25b2407b5686,VISIONSWIPE,860,56%,17 months ago,26,within hours,597
cab04388-a634-4ac3-bcc9-e71ba38eeeb4,VISIONSWIPE,860,56%,17 months ago,26,within hours,597
83996731-c81d-49d4-a808-dc4eafae4fc0,Redshot,33.8k,81%,5 years ago,241,within hours,14.8k
27b3f631-02b0-473e-b25f-93372bf137cc,ULTi Official Store,22.8k,85%,30 months ago,158,within hours,22.3k
aab80b7b-4e28-423b-b7c5-224d72473cf6,LG Singapore Official Store,6.1k,100%,3 years ago,261,within minutes,66.1k
9ca67e2f-e64c-43ee-957d-1dcca7c162e0,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
2404ec77-34f1-4a08-8c1f-ad4de9363932,MatrixCyberStore,1k,79%,6 years ago,727,within hours,790
2c087faa-5bf7-482f-97c9-5fcb5a38a691,SINGPLUS,13.7k,79%,3 years ago,761,within hours,2k
eadbf262-67c9-435d-9e75-eb0c1c597efa,Philips Monitor Official Store,346,68%,28 months ago,37,within hours,2.2k
d7878400-dcfd-44b0-9a5f-eec8fa430c92,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
e838f7af-3e75-4d85-9a77-2e2c1ec09f4c,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
360d3142-ec93-4581-be38-6c7477f6954c,Pixle Official Store,389,81%,3 years ago,17,within minutes,1.4k
795d9f39-7705-4e35-8fa5-537ed9119cb9,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
276873b5-2375-452b-a1dc-92e8a5e4551d,TIANYU GLOBAL,14.5k,72%,4 years ago,779,within hours,2.2k
bbb0cfd5-c4b0-4dba-aa9d-616aadcc898c,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
2b9f0ff6-029c-47bc-9f3f-b173d290076b,Saviour Comsale Trading,502,100%,3 years ago,393,within minutes,487
428ca980-fa37-4ef1-8772-a728d457fea4,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
b9a90c02-41a9-40ac-b003-47a76ab50396,ASUS Official Store,3k,75%,6 years ago,524,within hours,26.5k
725e082d-3024-455b-8722-a050ed5b55e7,TIANYU GLOBAL,14.5k,72%,4 years ago,779,within hours,2.2k
52559c5b-0bff-4339-bfce-99f808c4b07f,Saviour Comsale Trading,502,100%,3 years ago,393,within minutes,487
85cdb2ed-32a9-45d0-89c3-d49e6da43a63,MiniHelpersSG,9.6k,65%,5 years ago,57,within hours,7.9k
fdde3e35-25fd-49b2-8e65-7a0a7893557e,ALLSTARS,2.3k,95%,4 years ago,2.2k,within hours,3.5k
f83a78b6-83db-434b-8caf-0e26d9abdc19,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
0d1a7c4d-0469-4492-8b7e-c6376c28727b,AOPEN Official Store,658,92%,36 months ago,75,within hours,2k
24ad8e02-1138-47eb-84a6-c1ace374a8e9,Saviour Comsale Trading,502,100%,3 years ago,393,within minutes,487
51db12db-4571-40b9-88f5-d6b03c0549c8,Best buy SG,370,78%,32 months ago,183,within hours,62
95124541-431e-464a-86d0-9fbda7a98f4a,ALLSTARS,2.3k,95%,4 years ago,2.2k,within hours,3.5k
673af36e-b7b5-4b5c-8db6-df78b6708f0e,Createsoft Group Pte Ltd,229,94%,35 months ago,58,within minutes,170
d4e3e458-163f-4777-bea7-0f09906533b2,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
17226cca-393d-44c3-b0bb-987d6a4292eb,Best buy SG,370,78%,32 months ago,183,within hours,62
cce7518d-59a2-45ae-8946-e8c8afceabc1,sakurapowershop,1.7k,87%,3 years ago,14,within hours,503
5c0a7571-1c57-408b-b847-dfad24624039,ZSCMALL0.sg,53,79%,5 months ago,29,within hours,172
24c39b67-0afc-4a16-8e2b-5b4e19d5ab15,Challenger Singapore Official Store,1.6k,67%,12 months ago,1.3k,within hours,7.3k
733a0e6c-5f30-4299-b1d9-42faa6e2f76f,Createsoft Group Pte Ltd,229,94%,35 months ago,58,within minutes,170
2ba36541-cf7a-4ffc-8a9a-1164443d2d6d,Saviour Comsale Trading,503,100%,3 years ago,393,within minutes,487
4085c29a-81d8-4f2f-aa69-116f4f2a7537,Modern Home Product,6.6k,88%,4 years ago,59,within hours,1k
385c8eae-489f-42d2-a38a-a087cb66d04e,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
b66979fb-8bcb-43ce-9d9b-c00a01e843f5,ASUS Official Store,3k,75%,6 years ago,524,within hours,26.5k
22e8c235-245d-4d44-b68f-b99275e5fd6e,Createsoft Group Pte Ltd,229,94%,35 months ago,58,within minutes,170
778609ba-d452-4402-a57a-875125b9aebd,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
cbc2ffb2-9a5e-4c88-b1b6-2d2fba44bef3,ViewSonic SG Official Store,994,59%,5 years ago,96,within hours,2.4k
d7d04fd2-1af5-4496-8c56-8fec47f822b2,Pasar Malam Corner,942,59%,29 months ago,1.4k,within hours,437
80eeda80-4bac-408f-9eb2-2c2990b3e97a,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
6b8667a6-af97-40b0-a8e2-49decc510a41,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
a968686c-4393-44c1-bb59-5da264b53ff3,ultraware,54,89%,5 years ago,50,within hours,29
cd5a4702-145e-4e2b-98a5-24c53577b751,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
80e78c78-4fce-4908-82a6-95dd4f639cd0,TECHABYTE,174,52%,21 months ago,2.3k,within hours,267
dcf50b5b-70b9-47c0-a198-9ce2d2cb5a5f,Zoomed-In Official Store,367,96%,19 months ago,17,within hours,761
ff15a883-e1e8-4478-8df8-b147da146f89,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
11c705ef-e672-43cc-8041-ab246c9d52bc,ASUS Official Store,3k,75%,6 years ago,524,within hours,26.5k
e0d09b7b-44e5-4edf-855e-e8f0f954b4ce,KMDV Electronics Pte Ltd,19,46%,32 months ago,792,within hours,7
b2c6168f-20c7-45c7-bb3a-b2796355a387,Venture IT Solutions Official Store,914,57%,7 years ago,125,within hours,588
a1e6dc9c-f8cc-4fb7-a72e-7416882a25b4,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
587b586b-92a0-495e-ba0e-fab74a4b192f,Createsoft Group Pte Ltd,229,94%,35 months ago,58,within minutes,170
ca7cd5c1-8a97-4ffb-8518-3d449fad6d64,ASUS Official Store,3k,75%,6 years ago,524,within hours,26.5k
7691ec28-30c5-4d95-9658-bda7eb056396,LG Singapore Official Store,6.1k,100%,3 years ago,261,within minutes,66.1k
5f49079b-d8c7-4e3a-89cc-18b4687cc3b9,ViewSonic SG Official Store,994,59%,5 years ago,96,within hours,2.4k
3965dbfe-72eb-4896-a395-93941a185bb0,ULTi Official Store,22.8k,85%,30 months ago,158,within hours,22.3k
16f2d3cd-b5d8-459e-859c-b8971b3df7f7,ANYU Brand Store,291,64%,4 months ago,56,within hours,228
451bca9f-783e-4d5b-93a2-e5888405182e,Eazy DIY,1.2k,97%,4 years ago,19,within hours,669
b9c26ce4-a706-49a1-b4a0-804fa37a4a11,ViewSonic SG Official Store,994,59%,5 years ago,96,within hours,2.4k
c841ed50-79e2-499b-9817-76eb73fd9bd2,ViewSonic SG Official Store,994,59%,5 years ago,96,within hours,2.4k
8b2105e7-205d-476c-abb7-a78f3bafcac0,Philips Monitor Official Store,346,68%,28 months ago,37,within hours,2.2k
28ea9c76-e60a-40c5-a8f3-c3b4043364fc,❤Brand Franchise Store❤,10.5k,99%,30 months ago,253,within hours,8k
65189b2d-fe79-476c-a812-0274769b2fd2,ULTi Official Store,22.8k,85%,30 months ago,158,within hours,22.3k
f16d5c78-5f6e-4d42-8e07-5b2f63f38c0d,Lenovo Authorised Store,4.5k,100%,4 years ago,387,within hours,39.7k
a0926081-2f84-403e-bce8-2ef806d0a679,HP Official Store,13.7k,100%,5 years ago,147,within minutes,53.3k
d4c2a974-a425-4dca-a5ba-eefef14cbb58,HP Official Store,13.7k,100%,5 years ago,147,within minutes,53.3k
