,username,no_review,review_list,no_product,product_dict,mean_rating
690,h*****a,3,"[nan, 'Performance: Good\nBest Feature(s): Very Good\nValue For Money: Yups Definitely\nArrived very quickly, fast delivery', nan]",3,"{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1, '50048ea8-74e6-4d3f-ac5b-375a53363048': 1, 'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1}",5.0
691,h*****g,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
692,h*****i,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
693,h*****m,1,"['Headphones are fine, although i feel like its uncomfortable coz my ears keep sweating when i wear these :/']",1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},4.0
694,h*****n,1,"['Performance: great\nBest Feature(s): comfortable\nValue For Money: yes\nvalue for money, looks great and is very comfortable. highly recommend.']",1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
695,h*****o,1,"['super value for money, worth the price for your first headphones']",1,{'416cf756-71db-4342-b82b-a0cee02a6750': 1},5.0
696,h*****r,2,"['Finished using and sound really BEST!! Tq seller', 'Value For Money: YES!!!\ni think the music quality is really good for its price! it fits my head really well and i can wear glasses with them without it being uncomfortable!']",2,"{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1, 'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1}",5.0
697,h*****s,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
698,h*****t,1,"['Performance: Excellent\nBest Feature(s): Pretty, Comfortable, Good Audio\nValue For Money: Yes!\nVery happy with the product. It’s pretty.. this has caught my attention first. The cushion is thick and it’s over the ear, the kind I was looking for. The audio sounds great and it connects to bluetooth quickly without any hassle. Packaging is very presentable. Ideal for gift. It comes with drawstring bag to protect the headphone. And it’s affordable. Overall, it’s a great buy. Lovin’ it.']",1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
699,h*****u,2,"[nan, 'Performance: For the price, amazing\nBest Feature(s): Sound system for this price\nValue For Money: Worth it\nIf anyone want to have the feels of having a cheap headphone, this is the one to get fr']",2,"{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1, 'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1}",5.0
700,h*****w,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
701,h*****z,1,"['Performance: there’s slight noise cancellation\nBest Feature(s): the design looks so good and it comes with a bag\nValue For Money: quite worth it\nthough when using the mic i need to speak louder overall very good, and it came in 2 days !']",1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
702,h_ddud7,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
703,hadifhashiemi,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
704,hafiz14udin,1,['Performance:  the seller can hold up to promote\nQuality: good'],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
705,haidatulmohdzainey2343,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
706,haidzir76,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
707,haikalhafizihishamudin,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
708,hairilaziz1604,1,[nan],1,{'e7f7d678-ca55-4744-ae4d-eda7192276fc': 1},5.0
709,hairirizaljusof,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
710,hairun.nizack,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
711,haizurahhany,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
712,hakimhamdan93,1,[nan],1,{'b3bf5729-00c2-47b3-bea0-04e7e65c3680': 1},5.0
713,hakimijebonx,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
714,halidanuriahothman,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
715,halizahlizard,1,[nan],1,{'e7f7d678-ca55-4744-ae4d-eda7192276fc': 1},5.0
716,halizu74,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
717,hameey,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
718,hanasyfqh_,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
719,hanhann027,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
720,hanieffyz,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
721,hanisahkamal88,1,[nan],1,{'416cf756-71db-4342-b82b-a0cee02a6750': 1},5.0
722,hanisirdina__,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
723,hanzr95,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
724,happyfortuna298,1,['Value For Money: ok\nBest Feature(s): ok\nPerformance: ok\nSuper nice and worth or money'],1,{'416cf756-71db-4342-b82b-a0cee02a6750': 1},4.0
725,happyjodesigns,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
726,harrisontejada,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
727,haryadiehusin,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
728,hasbaha,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
729,hasisah2508,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
730,haslinah1975,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
731,haslindachedin,1,['Performance: five stars\nBeautiful color.. best sound... Worth the price..tqvm seller'],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
732,hasnita1905,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
733,hassanulassraf,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
734,hayati790,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
735,hazeranabila,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
736,hazim_idr,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
